IM_INCIDENT_KEY,FIRE_BOX,INCIDENT_TYPE_DESC,INCIDENT_DATE_TIME,ARRIVAL_DATE_TIME,UNITS_ONSCENE,LAST_UNIT_CLEARED_DATE_TIME,HIGHEST_LEVEL_DESC,TOTAL_INCIDENT_DURATION,ACTION_TAKEN1_DESC,ACTION_TAKEN2_DESC,ACTION_TAKEN3_DESC,PROPERTY_USE_DESC,STREET_HIGHWAY,ZIP_CODE,BOROUGH_DESC,FLOOR,CO_DETECTOR_PRESENT_DESC,FIRE_ORIGIN_BELOW_GRADE_FLAG,STORY_FIRE_ORIGIN_COUNT,FIRE_SPREAD_DESC,DETECTOR_PRESENCE_DESC,AES_PRESENCE_DESC,STANDPIPE_SYS_PRESENT_FLAG,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA,year
58553326,770,111 - Building fire,6/17/2015 14:33,6/17/2015 14:38,10,6/17/2015 16:17,7 - Signal 7-5,6233,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,TUDOR CITY PL,10017,1 - Manhattan,3,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,1,40.7486451,-73.9707525,NA,NA,NA,NA,NA,NA,2015
58554588,4760,111 - Building fire,6/17/2015 20:36,6/17/2015 20:40,14,6/17/2015 22:32,7 - Signal 7-5,6952,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,25 DR,11354,5 - Queens,basement,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.7749409,-73.8135847,NA,NA,NA,NA,NA,NA,2015
58555351,5157,111 - Building fire,6/18/2015 2:16,6/18/2015 2:19,12,6/18/2015 3:16,7 - Signal 7-5,3605,11 - Extinguishment by fire service personnel,21 - Search,215 - Check for extension,Commercial/Others,125 ST,11420,5 - Queens,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.67301,-73.8133274,NA,NA,NA,NA,NA,NA,2015
58555809,41,134 - Water vehicle fire,6/18/2015 7:47,6/18/2015 7:54,10,6/18/2015 10:28,7 - Signal 7-5,9633,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,PIER 11,10005,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.7032959,-74.00625,NA,NA,NA,NA,NA,NA,2015
58556624,4138,111 - Building fire,6/18/2015 12:24,6/18/2015 12:30,10,6/18/2015 15:31,7 - Signal 7-5,11208,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,SCHLEY AVE,10465,2 - Bronx,NA,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,0,40.8241065,-73.8210246,NA,NA,NA,NA,NA,NA,2015
58557182,1641,111 - Building fire,6/18/2015 15:04,6/18/2015 15:07,11,6/18/2015 17:24,7 - Signal 7-5,8387,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 149 ST,10031,1 - Manhattan,46,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.8277784,-73.9457596,NA,NA,NA,NA,NA,NA,2015
58557409,599,112 - Fires in structure other than in a building,6/18/2015 16:04,6/18/2015 16:10,5,6/18/2015 17:07,7 - Signal 7-5,3807,"113 - Stretch 2 1/2  line, extinguish fire",12 - Salvage & overhaul,215 - Check for extension,Commercial/Others,AVE OF AMERICAS,10001,1 - Manhattan,NA,NA,1,1,1 - Confined to object of origin,N - None present,1 - Present,1,40.7506175,-73.9871896,NA,NA,NA,NA,NA,NA,2015
58557599,4788,111 - Building fire,6/18/2015 17:02,6/18/2015 17:06,9,6/18/2015 19:47,7 - Signal 7-5,9944,11 - Extinguishment by fire service personnel,111 - Hooked up to hydrant,"113 - Stretch 2 1/2  line, extinguish fire",Residential/Multihousing,89 AVE,11432,5 - Queens,3,NA,NA,3,2 - Confined to room of origin,1 - Present,N - None Present,1,40.7095639,-73.7911422,NA,NA,NA,NA,NA,NA,2015
58558150,4921,111 - Building fire,6/18/2015 19:39,6/18/2015 19:42,9,6/18/2015 21:00,7 - Signal 7-5,4861,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,172 ST,11365,5 - Queens,1,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.7335212,-73.7976207,NA,NA,NA,NA,NA,NA,2015
58558934,403,111 - Building fire,6/18/2015 23:52,6/18/2015 23:55,14,6/19/2015 3:39,7 - Signal 7-5,13644,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,STANTON ST,10002,1 - Manhattan,NA,NA,NA,4,3 - Confined to floor of origin,1 - Present,1 - Present,1,40.7208775,-73.986555,NA,NA,NA,NA,NA,NA,2015
58559081,3081,111 - Building fire,6/19/2015 0:23,6/19/2015 0:29,5,6/19/2015 3:02,7 - Signal 7-5,9542,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,SAINTLAWRENCE AVE,10460,2 - Bronx,1,NA,1,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.838014,-73.868236,NA,NA,NA,NA,NA,NA,2015
58559237,792,111 - Building fire,6/19/2015 2:08,6/19/2015 2:11,10,6/19/2015 3:18,7 - Signal 7-5,4224,11 - Extinguishment by fire service personnel,21 - Search,52 - Forcible entry,Residential/Multihousing,LEXINGTON AVE,11221,4 - Brooklyn,cellar,NA,1,0,2 - Confined to room of origin,N - None present,N - None Present,0,40.689354,-73.936321,NA,NA,NA,NA,NA,NA,2015
58559575,443,111 - Building fire,6/19/2015 6:36,6/19/2015 6:40,6,6/19/2015 7:18,7 - Signal 7-5,2505,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,JAY ST,11201,4 - Brooklyn,NA,NA,NA,1,2 - Confined to room of origin,N - None present,1 - Present,1,40.6981779,-73.9869842,NA,NA,NA,NA,NA,NA,2015
58561038,280,111 - Building fire,6/19/2015 13:50,6/19/2015 13:53,11,6/19/2015 15:39,7 - Signal 7-5,6529,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,ALLEN ST,10002,1 - Manhattan,NA,NA,NA,4,2 - Confined to room of origin,1 - Present,N - None Present,0,40.7187073,-73.9908008,NA,NA,NA,NA,NA,NA,2015
58562077,3072,111 - Building fire,6/19/2015 17:52,6/19/2015 17:56,11,6/19/2015 19:22,7 - Signal 7-5,5380,11 - Extinguishment by fire service personnel,215 - Check for extension,64 - Shut down system,Commercial/Others,E TREMONT AVE,10460,2 - Bronx,cellar,NA,1,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.8438329,-73.8879061,NA,NA,NA,NA,NA,NA,2015
58562204,3792,111 - Building fire,6/19/2015 18:17,6/19/2015 18:21,10,6/19/2015 20:04,7 - Signal 7-5,6417,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,73 AVE,11364,5 - Queens,1,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.7405375,-73.759221,NA,NA,NA,NA,NA,NA,2015
58562843,2660,111 - Building fire,6/19/2015 21:23,6/19/2015 21:27,17,6/20/2015 1:18,7 - Signal 7-5,14119,11 - Extinguishment by fire service personnel,21 - Search,51 - Ventilate,Residential/Multihousing,RANDALL AVE,10473,2 - Bronx,8,NA,NA,8,2 - Confined to room of origin,N - None present,N - None Present,1,40.8182115,-73.8541532,NA,NA,NA,NA,NA,NA,2015
58564030,980,111 - Building fire,6/20/2015 4:40,6/20/2015 4:43,12,6/20/2015 6:13,7 - Signal 7-5,5561,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,LOCKMAN AVE,10303,3 - Staten Island,3rd,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,0,40.6333101,-74.1616495,NA,NA,NA,NA,NA,NA,2015
58565388,7394,352 - Extrication of victim(s) from vehicle,6/20/2015 14:15,6/20/2015 14:17,6,6/20/2015 17:08,7 - Signal 7-5,10362,45 - Remove hazard,"23 - Extricate, disentangle","22 - Rescue, remove from harm",Commercial/Others,IRT SUBWAY,99999,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.8044031,-73.9372212,NA,NA,NA,NA,NA,NA,2015
58565675,3558,111 - Building fire,6/20/2015 16:02,6/20/2015 16:06,11,6/20/2015 18:08,7 - Signal 7-5,7557,11 - Extinguishment by fire service personnel,21 - Search,51 - Ventilate,Commercial/Others,STILLWELL AVE,11224,4 - Brooklyn,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.5792193,-73.9819464,NA,NA,NA,NA,NA,NA,2015
58568907,7728,111 - Building fire,6/21/2015 13:54,6/21/2015 13:57,11,6/21/2015 16:14,7 - Signal 7-5,8387,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,GILLMORE ST,11369,5 - Queens,2,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.764077,-73.8670503,NA,NA,NA,NA,NA,NA,2015
58568983,3374,111 - Building fire,6/21/2015 14:24,6/21/2015 14:29,11,6/21/2015 16:40,7 - Signal 7-5,8160,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BELMONT AVE,10458,2 - Bronx,4,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.8557533,-73.8854348,NA,NA,NA,NA,NA,NA,2015
58569565,831,"118 - Trash or rubbish fire, contained",6/21/2015 17:06,6/21/2015 17:09,6,6/21/2015 18:06,7 - Signal 7-5,3589,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Residential/Multihousing,BUSHWICK AVE,11221,4 - Brooklyn,1,NA,NA,NA,NA,NA,NA,NA,40.6973134,-73.9322753,NA,NA,NA,NA,NA,NA,2015
58569640,3728,111 - Building fire,6/21/2015 17:22,6/21/2015 17:25,7,6/21/2015 18:48,7 - Signal 7-5,5172,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,HORACEHARDING EXPY S,11365,5 - Queens,NA,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7396527,-73.7921397,NA,NA,NA,NA,NA,NA,2015
58572542,5092,111 - Building fire,6/22/2015 11:31,6/22/2015 11:34,9,6/22/2015 12:39,7 - Signal 7-5,4130,11 - Extinguishment by fire service personnel,"112 - Stretch 1 3/4  line, extinguish fire",21 - Search,Residential/Multihousing,120 AVE,11434,5 - Queens,2nd,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.682077,-73.777614,NA,NA,NA,NA,NA,NA,2015
58572964,1420,111 - Building fire,6/22/2015 13:38,6/22/2015 13:44,12,6/22/2015 16:23,7 - Signal 7-5,9872,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,3 AVE,11232,4 - Brooklyn,NA,NA,NA,7,3 - Confined to floor of origin,N - None present,N - None Present,1,40.6512331,-74.0106468,NA,NA,NA,NA,NA,NA,2015
58573556,2313,111 - Building fire,6/22/2015 16:18,6/22/2015 16:21,12,6/22/2015 18:33,7 - Signal 7-5,8093,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,CHURCH AVE,11203,4 - Brooklyn,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.6516145,-73.9333061,NA,NA,NA,NA,NA,NA,2015
58575244,1076,"100 - Fire, other",6/22/2015 23:12,6/22/2015 23:16,6,6/23/2015 0:05,7 - Signal 7-5,3147,"10 - Fire control or extinguishment, other",11 - Extinguishment by fire service personnel,NA,Residential/Multihousing,CARROLL ST,11225,4 - Brooklyn,4,NA,NA,NA,NA,NA,NA,NA,40.6674798,-73.9562295,NA,NA,NA,NA,NA,NA,2015
58575671,1692,111 - Building fire,6/23/2015 3:39,6/23/2015 3:42,9,6/23/2015 6:17,7 - Signal 7-5,9468,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 164 ST,10032,1 - Manhattan,3rd,NA,NA,3,2 - Confined to room of origin,1 - Present,N - None Present,0,40.8377179,-73.9399956,NA,NA,NA,NA,NA,NA,2015
58577473,2936,111 - Building fire,6/23/2015 14:26,6/23/2015 14:31,10,6/23/2015 16:00,7 - Signal 7-5,5664,"10 - Fire control or extinguishment, other",NA,NA,Residential/Multihousing,E 15 ST,11230,4 - Brooklyn,bsmt,NA,1,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6204,-73.960486,NA,NA,NA,NA,NA,NA,2015
58578301,1804,111 - Building fire,6/23/2015 17:56,6/23/2015 17:58,12,6/23/2015 19:58,7 - Signal 7-5,7318,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BELMONT AVE,11208,4 - Brooklyn,2,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.673916,-73.873115,NA,NA,NA,NA,NA,NA,2015
58578915,4486,111 - Building fire,6/23/2015 19:37,6/23/2015 19:39,11,6/23/2015 23:21,7 - Signal 7-5,13425,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,ASH AVE,11355,5 - Queens,NA,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,0,40.7588646,-73.8168597,NA,NA,NA,NA,NA,NA,2015
58579249,2876,"200 - Overpressure rupture, explosion, overheat other",6/23/2015 20:55,6/23/2015 20:56,6,6/23/2015 21:23,7 - Signal 7-5,1670,53 - Evacuate area,55 - Establish safe area,NA,Commercial/Others,85 ST,11214,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.603877,-73.995429,NA,NA,NA,NA,NA,NA,2015
58579559,8874,111 - Building fire,6/23/2015 22:31,6/23/2015 22:33,5,6/23/2015 23:57,7 - Signal 7-5,5203,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,146 ST,11436,5 - Queens,attic,NA,NA,2,4 - Confined to building of origin,N - None present,N - None Present,0,40.6770756,-73.793166,NA,NA,NA,NA,NA,NA,2015
58579936,440,111 - Building fire,6/24/2015 1:34,6/24/2015 1:38,10,6/24/2015 2:44,7 - Signal 7-5,4203,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,F D R DR              W,10009,1 - Manhattan,6,NA,NA,6,1 - Confined to object of origin,N - None present,N - None Present,1,40.6189018,-73.9002097,NA,NA,NA,NA,NA,NA,2015
58583185,2609,111 - Building fire,6/24/2015 10:43,6/24/2015 10:46,13,6/24/2015 13:29,7 - Signal 7-5,9984,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,68 ST,11228,4 - Brooklyn,2nd,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7779595,-73.9880174,NA,NA,NA,NA,NA,NA,2015
58583360,3904,111 - Building fire,6/24/2015 11:25,6/24/2015 11:30,12,6/24/2015 13:21,7 - Signal 7-5,6963,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BROOKLYN AVE,11210,4 - Brooklyn,NA,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.6320152,-73.941755,NA,NA,NA,NA,NA,NA,2015
58583681,2434,111 - Building fire,6/24/2015 13:19,6/24/2015 13:20,13,6/24/2015 15:26,7 - Signal 7-5,7659,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,NOSTRAND AVE,11210,4 - Brooklyn,NA,NA,NA,5,2 - Confined to room of origin,N - None present,N - None Present,0,40.6267789,-73.946878,NA,NA,NA,NA,NA,NA,2015
58587260,4984,111 - Building fire,6/25/2015 0:42,6/25/2015 0:46,14,6/25/2015 3:14,7 - Signal 7-5,9097,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,ROCKAWAY BLVD,11434,5 - Queens,1,No,NA,1,5 - Beyond building of origin,N - None present,N - None Present,0,40.6663103,-73.7796281,NA,NA,NA,NA,NA,NA,2015
58588148,1431,111 - Building fire,6/25/2015 8:30,6/25/2015 8:34,12,6/25/2015 11:41,7 - Signal 7-5,11445,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,84 - Refer to proper authority,Residential/Multihousing,POWELL BLVD,10026,1 - Manhattan,NA,NA,NA,5,2 - Confined to room of origin,N - None present,N - None Present,1,40.8023095,-73.9532967,NA,NA,NA,NA,NA,NA,2015
58588498,9331,112 - Fires in structure other than in a building,6/25/2015 10:31,6/25/2015 10:35,9,6/25/2015 13:57,7 - Signal 7-5,12340,53 - Evacuate area,55 - Establish safe area,11 - Extinguishment by fire service personnel,Commercial/Others,NORTHERN BLVD,11368,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.7579032,-73.8604253,NA,NA,NA,NA,NA,NA,2015
58588963,1663,111 - Building fire,6/25/2015 12:50,6/25/2015 12:54,4,6/25/2015 13:50,7 - Signal 7-5,3605,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,BRISTOL ST,11212,4 - Brooklyn,NA,NA,NA,3,2 - Confined to room of origin,1 - Present,N - None Present,0,40.663818,-73.9111661,NA,NA,NA,NA,NA,NA,2015
58589199,7908,111 - Building fire,6/25/2015 14:06,6/25/2015 14:08,12,6/25/2015 15:35,7 - Signal 7-5,5368,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,84 RD,11432,5 - Queens,1,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.7161,-73.79374,NA,NA,NA,NA,NA,NA,2015
58589759,1708,111 - Building fire,6/25/2015 16:37,6/25/2015 16:38,10,6/25/2015 18:46,7 - Signal 7-5,7785,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 171 ST,10032,1 - Manhattan,2,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.8432448,-73.9391899,NA,NA,NA,NA,NA,NA,2015
58590661,4917,"100 - Fire, other",6/25/2015 20:22,6/25/2015 20:27,6,6/25/2015 21:24,7 - Signal 7-5,3692,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,JEWEL AVE,11367,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.7320289,-73.8158011,NA,NA,NA,NA,NA,NA,2015
58590747,1020,"100 - Fire, other",6/25/2015 20:47,6/25/2015 20:51,6,6/25/2015 21:25,7 - Signal 7-5,2267,"10 - Fire control or extinguishment, other",NA,NA,Residential/Multihousing,LEFFERTS AVE,11213,4 - Brooklyn,2,NA,NA,NA,NA,NA,NA,NA,40.6630258,-73.9400108,NA,NA,NA,NA,NA,NA,2015
58592238,1947,111 - Building fire,6/26/2015 8:32,6/26/2015 8:35,15,6/26/2015 10:42,7 - Signal 7-5,7792,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,WORTMAN AVE,11207,4 - Brooklyn,6,NA,NA,6,2 - Confined to room of origin,1 - Present,N - None Present,0,40.6568598,-73.8851687,NA,NA,NA,NA,NA,NA,2015
58593517,2879,111 - Building fire,6/26/2015 14:46,6/26/2015 14:50,8,6/26/2015 15:45,7 - Signal 7-5,3529,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,COMMERCE AVE,10462,2 - Bronx,1,NA,NA,1,1 - Confined to object of origin,N - None present,1 - Present,0,40.834009,-73.84098,NA,NA,NA,NA,NA,NA,2015
58593689,3066,111 - Building fire,6/26/2015 15:29,6/26/2015 15:33,17,6/26/2015 18:09,7 - Signal 7-5,9591,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,TAYLOR AVE,10460,2 - Bronx,basement,NA,1,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.8392298,-73.8666681,NA,NA,NA,NA,NA,NA,2015
58593955,6053,"440 - Electrical  wiring/equipment problem, other",6/26/2015 16:30,6/26/2015 16:34,10,6/26/2015 18:10,7 - Signal 7-5,5955,215 - Check for extension,55 - Establish safe area,82 - Notify other agencies.,Residential/Multihousing,103 ST,11417,5 - Queens,na,NA,NA,NA,NA,NA,NA,NA,40.680312,-73.83713,NA,NA,NA,NA,NA,NA,2015
58594303,3066,"116 - Fuel burner/boiler malfunction, fire confined",6/26/2015 18:09,6/26/2015 18:10,9,6/26/2015 20:11,7 - Signal 7-5,7348,"42 - HazMat detection, monitoring, sampling, & analysis",21 - Search,51 - Ventilate,Residential/Multihousing,TAYLOR AVE,10460,2 - Bronx,all,NA,NA,NA,NA,NA,NA,NA,40.8392298,-73.8666681,NA,NA,NA,NA,NA,NA,2015
58595061,1655,111 - Building fire,6/26/2015 21:46,6/26/2015 21:49,13,6/27/2015 1:06,7 - Signal 7-5,12012,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BRADHURST AVE,10039,1 - Manhattan,3,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.8264347,-73.9405896,NA,NA,NA,NA,NA,NA,2015
58595248,1364,111 - Building fire,6/26/2015 22:29,6/26/2015 22:36,12,6/27/2015 0:56,7 - Signal 7-5,8820,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,1 AVE,10029,1 - Manhattan,9,Yes,NA,9,2 - Confined to room of origin,1 - Present,N - None Present,1,40.7896311,-73.94006,NA,NA,NA,NA,NA,NA,2015
58595256,2430,111 - Building fire,6/26/2015 22:30,6/26/2015 22:33,11,6/26/2015 23:53,7 - Signal 7-5,4991,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 34 ST,11210,4 - Brooklyn,NA,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.6303834,-73.943491,NA,NA,NA,NA,NA,NA,2015
58596095,1130,111 - Building fire,6/27/2015 3:42,6/27/2015 3:45,17,6/27/2015 5:20,7 - Signal 7-5,5881,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,EAST END AVE,10028,1 - Manhattan,NA,NA,NA,5,2 - Confined to room of origin,1 - Present,1 - Present,1,40.7736925,-73.9456902,NA,NA,NA,NA,NA,NA,2015
58596857,2263,111 - Building fire,6/27/2015 10:03,6/27/2015 10:05,10,6/27/2015 12:15,7 - Signal 7-5,7944,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,FLATLANDS AVE,11236,4 - Brooklyn,1,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.6462657,-73.8965501,NA,NA,NA,NA,NA,NA,2015
58596982,2940,111 - Building fire,6/27/2015 10:50,6/27/2015 10:53,11,6/27/2015 12:54,7 - Signal 7-5,7419,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 176 ST,10457,2 - Bronx,basement,NA,1,1,2 - Confined to room of origin,1 - Present,N - None Present,0,40.8459533,-73.8986402,NA,NA,NA,NA,NA,NA,2015
58597287,971,111 - Building fire,6/27/2015 12:21,6/27/2015 12:25,20,6/27/2015 14:57,7 - Signal 7-5,9370,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,21 - Search,Residential/Multihousing,RIVERSIDE BLVD,10023,1 - Manhattan,21,NA,NA,21,4 - Confined to building of origin,1 - Present,1 - Present,1,40.7770587,-73.9890502,NA,NA,NA,NA,NA,NA,2015
58597725,110,111 - Building fire,6/27/2015 14:04,6/27/2015 14:06,8,6/27/2015 14:54,7 - Signal 7-5,3018,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,METROPOLITAN AVE,11211,4 - Brooklyn,roof,NA,NA,7,1 - Confined to object of origin,N - None present,1 - Present,0,40.7145257,-73.9443863,NA,NA,NA,NA,NA,NA,2015
58598172,5262,111 - Building fire,6/27/2015 16:45,6/27/2015 16:48,6,6/27/2015 17:50,7 - Signal 7-5,3929,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,193 ST,11423,5 - Queens,Basement,NA,1,0,1 - Confined to object of origin,N - None present,N - None Present,0,40.7131237,-73.7674396,NA,NA,NA,NA,NA,NA,2015
58600767,4575,111 - Building fire,6/28/2015 9:57,6/28/2015 10:01,11,6/28/2015 11:52,7 - Signal 7-5,6903,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,127 ST,11356,5 - Queens,2,NA,NA,2,1 - Confined to object of origin,1 - Present,N - None Present,0,40.7852539,-73.8411689,NA,NA,NA,NA,NA,NA,2015
58600821,9826,"451 - Biological hazard, confirmed or suspected",6/28/2015 10:24,6/28/2015 10:28,13,6/28/2015 12:31,7 - Signal 7-5,7650,55 - Establish safe area,"20 - Search & rescue, other","41 - Identify, analyze hazardous materials",Commercial/Others,AIR TRAIN,11435,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.6996768,-73.8111353,NA,NA,NA,NA,NA,NA,2015
58600886,1280,111 - Building fire,6/28/2015 10:56,6/28/2015 11:00,8,6/28/2015 12:40,7 - Signal 7-5,6249,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BEACH FRONT  RD,11692,5 - Queens,1,NA,NA,1,2 - Confined to room of origin,N - None present,1 - Present,0,40.587976,-73.7947956,NA,NA,NA,NA,NA,NA,2015
58600929,2977,111 - Building fire,6/28/2015 11:10,6/28/2015 11:13,6,6/28/2015 12:17,7 - Signal 7-5,3993,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,RYDER AVE,11230,4 - Brooklyn,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6134331,-73.971261,NA,NA,NA,NA,NA,NA,2015
58601064,3327,111 - Building fire,6/28/2015 12:03,6/28/2015 12:05,10,6/28/2015 13:05,7 - Signal 7-5,3703,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,HUGHES AVE,10458,2 - Bronx,2,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.8560877,-73.8861202,NA,NA,NA,NA,NA,NA,2015
58608008,4237,111 - Building fire,6/30/2015 8:11,6/30/2015 8:14,9,6/30/2015 11:23,7 - Signal 7-5,11567,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,CODDINGTON AVE,10461,2 - Bronx,basement,NA,1,0,3 - Confined to floor of origin,N - None present,N - None Present,0,40.840195,-73.8305555,NA,NA,NA,NA,NA,NA,2015
58610955,199,"100 - Fire, other",6/30/2015 22:51,6/30/2015 22:55,11,7/1/2015 0:08,7 - Signal 7-5,4584,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,BROADWAY,10013,1 - Manhattan,3rd,NA,NA,NA,NA,NA,NA,NA,40.7152403,-74.0054243,NA,NA,NA,NA,NA,NA,2015
58611844,250,111 - Building fire,7/1/2015 6:06,7/1/2015 6:09,6,7/1/2015 6:53,7 - Signal 7-5,2780,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BOERUM ST,11206,4 - Brooklyn,NA,NA,NA,20,2 - Confined to room of origin,1 - Present,N - None Present,1,40.7059678,-73.9421261,NA,NA,NA,NA,NA,NA,2015
58613520,45,111 - Building fire,7/1/2015 15:00,7/1/2015 15:03,11,7/1/2015 17:33,7 - Signal 7-5,9166,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MANHATTAN AVE         GP,11222,4 - Brooklyn,2,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7339528,-73.9546438,NA,NA,NA,NA,NA,NA,2015
58614878,1817,"100 - Fire, other",7/1/2015 20:55,7/1/2015 20:58,6,7/1/2015 21:34,7 - Signal 7-5,2340,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,LOGAN ST,11208,4 - Brooklyn,exterior,NA,NA,NA,NA,NA,NA,NA,40.6735145,-73.8758792,NA,NA,NA,NA,NA,NA,2015
58615954,1631,111 - Building fire,7/2/2015 5:56,7/2/2015 5:59,12,7/2/2015 9:10,7 - Signal 7-5,11591,11 - Extinguishment by fire service personnel,215 - Check for extension,21 - Search,Residential/Multihousing,E 96 ST,11212,4 - Brooklyn,1,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.6597606,-73.9199635,NA,NA,NA,NA,NA,NA,2015
